,property_description,number of rooms,quadrat (m^2),date,price (euro),region_Prishtine,region_other region in kosove,seasons_Autumn,seasons_Spring,seasons_Summer,seasons_Winter,neighborhood_Aktash,neighborhood_Arbëria (Dragodani),neighborhood_Bregu i Diellit,neighborhood_Dardania,neighborhood_Kalabria,neighborhood_Lagjen e Spitalit,neighborhood_Lagjja e Muhaxherëve,neighborhood_Lakrishta,neighborhood_Other,neighborhood_Qafa,neighborhood_Qendra,neighborhood_Tophane,neighborhood_Ulpiana
25775,banese me qira ne qender te hotel siriusi,2,6.0,2018-09-29,310.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25776,banese me qira te mati 1  afer super vives,3,85.0,2018-09-29,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25777,banese me qira ne qender te qafa 270 euro,2,65.0,2018-09-29,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25778,banese me qira te mati 1 lagja e spitalit  eulexi  200 euro,2,60.0,2018-09-29,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25779,banese me qira te mati 1 lagja e spitalit  eulexi  250 euro,3,84.0,2018-09-29,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25780,banese me qira ne qender  ne shesh  250 euro,2,62.0,2018-09-29,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25781,banese me qira ne bregun e diellit te banesat e bardha  200 euro,2,60.0,2018-09-29,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25782,banese me qira ne qender  te elena gjika  250 euro,3,70.0,2018-09-29,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25783,banese me qira ne bregun e diellit  250 euro,2,3453.374379723643,2018-09-28,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25784,banese me qira afer sami frasherit  te toni market,3,86.0,2018-09-28,260.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25785,banese me qira te mati 1  afe lorianos,2,60.0,2018-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25786,banese me qira te domi i pleqve  230 euro,2,60.0,2018-09-28,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25787,banese me qira ne vranjevc  perball eurogomes  220 euro,3,90.0,2018-09-28,220.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25788,banese me qira ne kalabri  emshir  te ubt  ja,3,85.0,2018-09-28,300.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25789,ofrohet banese 97m2 me qira te sllovenia sport delta,2,97.0,2018-09-28,450.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25790,banes me qera kati i pare i shtepis,2,3453.374379723643,2018-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25791,banese me qira ne aktash te ambasada sllovene  pa mobile,4,124.0,2018-09-28,300.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25792,banese me qira te rruga b  pa mobile  4 dhomshe,4,120.0,2018-09-28,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25793,banese me qira ne ulpiane  200 euro,2,40.0,2018-09-28,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25794,lshohet me qira banesa ne breg te diellit,1,55.0,2018-09-28,230.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25795,irpt banesa me qira ne arberi ishdragodan te komuna e re,3,85.0,2018-09-28,300.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25796,ipet banesa me qira ne arberi ishdragodan,3,95.0,2018-09-28,350.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25797,banesa me qira ne te gjitha lagjet e prishtines,2,75.0,2018-09-28,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25798,banese me qira ne kalabri  emshir,3,78.0,2018-09-28,280.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25799,banese me qira ne shesh  te swis diamond  300,3,90.0,2018-09-27,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25800,banese me qira ne top hane  250 euro,2,60.0,2018-09-27,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25801,banese me qira ne top hane  te hekurudha  300 euro,3,90.0,2018-09-27,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25802,banese me qira ne top hane te hekurudha  300 euro,3,88.0,2018-09-27,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25803,banese me qira afer sami frasherit  te toni market,3,76.0,2018-09-27,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25804,banes me qira afer aak per zyre,2,60.0,2018-09-27,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25805,banes me qira rruga b,2,80.0,2018-09-27,300.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25806,banese me qera ne lagjen bregu i diellit prane kolegjit iliria 972,2,45.0,2018-09-27,230.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25807,banes me qera ne lagjen bregu i diellit prane shkolles ismail qemali 979,3,70.0,2018-09-27,220.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25808,banes me qera ne lagjen dardani perball procredit bank 985,2,72.0,2018-09-27,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25809,banes me qera ne lagjen aktash prane osce 986,3,75.0,2018-09-27,300.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25810,banes me qera ne lagjen dragodan prane komunes se re 874,2,60.0,2018-09-27,280.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25811,ofrohet banese 88 m2 me qira ne tophane delta,2,88.0,2018-09-27,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25812,banes me qira ne lakrishte 200,4,114.28838342810722,2018-09-27,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25813,banes me qira ne mati 1 200,2,3453.374379723643,2018-09-27,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25814,ipet banesa me qira ne qender mbrapa hotel sirius,2,65.0,2018-09-27,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25815,banese me qira te rruga b  mrapa maxi 24h,3,91.0,2018-09-26,350.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25816,banese moderne me qira ne aktash afer gizit gjerman,2,60.0,2018-09-26,300.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25817,banes me qira per zyre ne qender 500 65m2,2,65.0,2018-09-26,500.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25818,banes me qira ne lagjen e spitalit 220,3,5454.5353300733495,2018-09-26,220.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25819,banes me qira ne qender 230,3,5454.5353300733495,2018-09-26,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25820,banes me qira ne dragodan 500,3,5454.5353300733495,2018-09-26,500.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25821,banes me qira mati i 250 vellezrit asllani,2,3453.374379723643,2018-09-26,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25822,leshohet banesa me qira ne pejton afer ambasades norvegjeze,3,85.0,2018-09-26,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25823,banese me qira ne rr bajram kelmendi,2,55.0,2018-09-26,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25824,banese moderne me qira ne bregun e diellit afer salles 1 tetori,3,80.0,2018-09-26,350.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25825,banese me qira te mati 1  afer super vives  230 euro,3,79.0,2018-09-25,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25826,banese me qira te mati 1  afer super vives  200 euro,2,50.0,2018-09-25,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25827,banese me qira ne qender te hotel siriusi  250 euro,2,60.0,2018-09-25,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25828,banese me qira ne bregun e diellit te banesat e kuqe  250 euro,2,50.0,2018-09-25,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25829,banese me qira ne arberi  dragodan  e pa banuar me heret,2,60.0,2018-09-25,330.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25830,ofrohet banesa 60m2 me qira ne lagjen 4 llullat delta,2,60.0,2018-09-25,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25831,banes me qira ne dragodanarberi,3,85.0,2018-09-25,300.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25832,banes me qira te parku i qytetitslovenia sporti,3,80.0,2018-09-25,280.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25833,banes me qira,2,80.0,2018-09-25,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25834,banes me qira,3,70.0,2018-09-25,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25835,banes,2,3453.374379723643,2018-09-25,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25836,banes me 3 dhoma gjumi me qira n qendr,4,118.0,2018-09-25,700.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25837,kat i shtepis me qera ne lagje spitalit afer super viva,2,90.0,2018-09-25,230.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25838,banese me qera,3,60.0,2018-09-25,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25839,ofrohet banese 92m2 me qira ne mati 1 delta,2,92.0,2018-09-24,380.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25840,banese me qira te xhamia e llapit,3,86.0,2018-09-24,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25841,banese me qira ne qender  te 4 llullat,2,60.0,2018-09-24,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25842,garsonjere me qira ne qender mrapa teatrit kombetar  200 euro,2,40.0,2018-09-24,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25843,ofrohet banese 60m2 me qira ne lagjen bregu i diellit delta,2,60.0,2018-09-24,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25844,banes duplex me qera ne lagjen bregu i diellit prapa furres qerimi 2 964,2,57.0,2018-09-24,240.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25845,banes me qira dragodan 350 21,3,100.0,2018-09-24,350.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25846,banes me qira lakrisht 211 200 100 m2,3,100.0,2018-09-24,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25847,banes me qira tek shkolla gjergj fishta permi domin e pleqve,2,70.0,2018-09-24,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25848,banese me qira,3,70.0,2018-09-24,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25849,banes mw qera arberi te minimaksi,3,85.0,2018-09-23,120.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25850,banese me qira ne arberi  dragodan  250 euro,2,60.0,2018-09-23,250.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25851,ofrohet banese 66m2 me qira ne ulpiane delta,2,66.0,2018-09-23,290.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25852,ofrohet banese 110m2 me qira ne fushe kosove delta,3,110.0,2018-09-23,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25853,banese me qira ne bregun e diellit  230 euro,2,75.0,2018-09-22,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25854,banese me qira te rruga c  250 euro,2,65.0,2018-09-22,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25855,banese me qira te mati 1  afer super vives  200 euro,2,50.0,2018-09-22,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25856,ipet banesa me qira ne rrugen b,2,75.0,2018-09-22,450.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25857,ofrohet banese 83m2 me qira te 4 llullat delta,2,83.0,2018-09-21,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25858,jepet banese me qira  afer rruges b,3,85.0,2018-09-21,260.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25859,leshohet me qira banesa ne lagjen mati 1,2,50.0,2018-09-20,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25860,banes 40m2 garsoniere me qira te qafa,1,40.0,2018-09-20,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25861,lshoj banes me qera n lagjn arbria ishdragodan,3,80.0,2018-09-20,300.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25862,banesa me qira ne dragodan prishtine,1,60.0,2018-09-20,250.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25863,leshohet banesa garsonierk me qera ne qender te kino abc,1,36.0,2018-09-20,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25864,banes me qira dragodanarberi 11 240 exsluzive,2,47.0,2018-09-20,240.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25865,ofrohet banese 68m2 me qira ne dardani delta,1,68.0,2018-09-20,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25866,ofrohet banese 70m2 me qira ne qender delta,1,70.0,2018-09-19,550.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25867,banese me qira ne kalabri emshir afer stacionit te autobuseve,3,70.0,2018-09-19,300.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25868,banes me qera ne lagjen dragodan prane komunes se re 814,3,86.0,2018-09-19,450.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25869,banes me qera ne lagjen aktash rruga hajrullah abdullahu 921,2,40.0,2018-09-19,180.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25870,ipet banesa me qira ne lakrisht te beni dona,3,75.0,2018-09-19,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25871,banese me qera te rruga b 300 euro ne muaj e re me mobile te reja,2,70.0,2018-09-19,300.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25872,banese me qera per zyre ne qender te prishtines 300 euro ne muaj,2,50.0,2018-09-19,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25873,banese me qera per nderkombetar te swiss diamond 270 euro ne muaj,2,67.0,2018-09-19,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25874,banese me qera per zyre ne ulpiane te aak 350 euro ne muaj,3,70.0,2018-09-19,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25875,ofrohet banese 90m2 me qira ne mati 1 delta,2,90.0,2018-09-19,550.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25876,ofrohet banesa 65m2 me qira ne lagjen 4 llullat,3,65.0,2018-09-18,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25877,urgjent banes me qera  prishtin  dardani,2,40.0,2018-09-18,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25878,banese me qira te mati 1  afer chelsea point  270 euro,3,75.0,2018-09-18,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25879,banese me qira ne aktash lmuhaxhereve   te prishtina stars,2,60.0,2018-09-18,350.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25880,banese me qira ne dardani  280 euro,2,60.0,2018-09-18,280.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25881,banese me qira ne dardani te bill kllintoni  280 euro,2,65.0,2018-09-18,280.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25882,banese me qira ne lakrishte me termokos,2,50.0,2018-09-18,220.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25883,banese me qera ne lagjen bregu i diellit prane shkolles islmail qemali 973,4,80.0,2018-09-18,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25884,vr real estate banes me qira n lagjen pejton,1,30.0,2018-09-18,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25885,vr real estate shtpi me qira te lagja jon,4,240.0,2018-09-18,700.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25886,banese me qera ne qender te sllovenia sporti 250 euro,3,70.0,2018-09-18,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25887,banese me qera ne aktash 500 euro 91m2,4,91.0,2018-09-18,500.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25888,banese me qera te parku dy dhoma gjumi 350 euro,3,85.0,2018-09-18,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25889,banese me qera per nderkombetar 700 euro ne arberidragodan,3,85.0,2018-09-18,700.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25890,banese me qera ne aktash me dy dhoma gjumi 250 euro,3,80.0,2018-09-18,250.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25891,banes me qira tophane 330 21 moderne,3,100.0,2018-09-18,330.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25892,zyre me qera  banes  bregu i diellit 450 31 120m2 me inventar kati 4,4,120.0,2018-09-18,450.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25893,leshohet me qira banesa ne lagjen mati 1,2,50.0,2018-09-17,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25894,banese me qira te mati 1  te viva fresh  500 euro,3,90.0,2018-09-17,500.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25895,banese me qira ne arberi  dragodan  te gjirafa,2,65.0,2018-09-17,250.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25896,banese me qira ne arberi  dragodan  te gjirafa,2,60.0,2018-09-17,240.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25897,banese me qira te qafa  270 euro,2,65.0,2018-09-17,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25898,banese me qira ne bregun e diellit 200 euro,2,60.0,2018-09-17,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25899,banese me qira ne dardani mbi kurriz  200 euro,2,40.0,2018-09-17,200.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25900,banese me qira te prishtina e re mrapa spitalit amerikan,4,150.0,2018-09-17,330.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25901,banes me qira mati 1 vllezrit asllani,2,60.0,2018-09-17,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25902,banes me qira ne dragodan arberi 400,3,90.0,2018-09-17,400.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25903,banes me qira mahalla e muhaxherve,3,55.0,2018-09-17,350.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25904,banes me qira mati 1 250 11 me termokos royal,2,68.0,2018-09-17,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25905,banes me qira ne mati 1 300,3,100.0,2018-09-17,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25906,leshoj banes me qira,2,75.0,2018-09-17,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25907,ofrohet banesa 60m2 me qira ne lagjen ulpiana delta,2,60.0,2018-09-17,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25908,ofrohet banese 62m2 me qira ne arberi delta,1,62.0,2018-09-17,250.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25909,ofrohet banese 73m2 me qira te shtepia e pleqeve delta,1,73.0,2018-09-17,290.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25910,ofrohet banese 110m2 me qira te muhaxheret delta,3,110.0,2018-09-17,500.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25911,ofrohet banesa 92m2 me qira ne lagjen tophane delta,3,92.0,2018-09-17,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25912,leshoj banese me qira ne lagjen dardania per student,4,80.0,2018-09-17,200.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25913,banes 73m2 me qira n qendr,2,73.0,2018-09-17,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25914,banese me qira ne qender  afer pishave  550 euro,3,70.0,2018-09-16,550.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25915,banese me qira te mati 1  te instituti gjyqesor  300 euro,3,93.0,2018-09-16,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25916,banese me qira te rruga b mrapa meridianit  te 13 katshja  220 euro,3,75.0,2018-09-16,220.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25917,banese me qira ne dardani  sante  300 euro,2,65.0,2018-09-16,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25918,banese me qira ne aktash te ambasada sllovene  300 e,2,65.0,2018-09-16,300.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25919,banese me qira ne bregun e diellit  250 euro,2,70.0,2018-09-16,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25920,kat shtepie me qira te medresja  220 euro,2,60.0,2018-09-16,220.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25921,banese me qira ne ulpiane  per zyre,3,65.0,2018-09-16,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25922,banese me qira ne ulpiane te simfonia  350 euro,2,3453.374379723643,2018-09-16,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25923,banese me qira ne mati 1 prishtine,3,70.0,2018-09-16,230.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25924,banese me qira ne bregun e diellit te fakulteti teknik  240 euro,3,76.0,2018-09-16,240.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25925,ofrohet banese 40m2 me qira ne dardani delta,1,40.0,2018-09-16,230.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25926,banese me qira te parku i qytetit  te busti i isa kastratit  250 euro,3,90.0,2018-09-15,250.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25927,banese me qira ne qender  te 4 llullat  260 euro,2,60.0,2018-09-15,260.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25928,banese me qira te rruga b  mrapa meridianit  240 euro,3,80.0,2018-09-15,240.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25929,banes me qira ne mati 1 200,2,60.0,2018-09-14,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25930,banese me qira ne bregun e diellit 200 euro,2,44.0,2018-09-13,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25931,banese me qira ne qender te katedralja  350 euro,2,65.0,2018-09-13,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25932,banese me qira te qafa  per studenta,2,57.0,2018-09-13,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25933,banese me qira ne qender  mrapa hotel siriusit  320 euro,3,78.0,2018-09-13,320.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25934,banese me qira ne dragodan  arberi,3,87.0,2018-09-13,320.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25935,banese me qira ne dardani afer xhamise  250 euro,2,60.0,2018-09-13,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25936,banese me qira ne ulpiane mrapa aak se,2,50.0,2018-09-13,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25937,banese me qira ne emshir  kalabri  te banesat e lesnes,3,68.0,2018-09-13,350.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25938,banese me qira te parku i qytetit  200 euro,1,50.0,2018-09-13,200.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25939,banese me qira ne dragodan  arberi  400 euro,3,94.0,2018-09-13,400.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25940,ipet banesa me qira ne tophane,2,65.0,2018-09-13,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25941,banese me qira ne dardani te bil clintoni  250 euro,2,75.0,2018-09-13,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25942,banese me qera ne ulpiane te aak 250 euro dy dhoma gjumi,3,65.0,2018-09-13,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25943,banese me qera te 4 llullat 300 euro dy dhoma gjumi,3,70.0,2018-09-13,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25944,kerkojme banese me qera ne prishtine te rruga b,2,60.0,2018-09-13,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25945,kerkojme banese me qera ne fushe kosove,2,65.0,2018-09-13,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
